//Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Solve,Enforce,Monitor,Switchable,Penalty,AngleLimit,Hvdc,CID
109020 109022,109020 BL__BL_BROWN 69 109022 BL_BL_BRN_2 69,109020,109022,1,69,0,1e-04,11110,11110,1,1,,,,,,
109060 109061,109060 BL__BL_MILIT 138 109061 BL_BL_MILT_1 138,109060,109061,1,138,0,1e-04,11110,11110,1,1,,,,,,
109060 109062,109060 BL__BL_MILIT 138 109062 BL_BL_MILT_2 138,109060,109062,1,138,0,1e-04,11110,11110,1,1,,,,,,
1091 11088,1091 WARDGULF_8 138 11088 WRDGLF_S_8 138,1091,11088,1,138,0.00777,0.02036,141.111111111111,141.111111111111,1,1,,,,,,
1093 1094,1093 ELMAR_8 138 1094 MASON_8 138,1093,1094,1,138,0.003641,0.043376,531.111111111111,531.111111111111,1,1,,,,,,
1093 11074,1093 ELMAR_8 138 11074 ORBISONT_8 138,1093,11074,1,138,0.006843,0.079853,542.222222222222,542.222222222222,1,1,,,,,,
1094 11083,1094 MASON_8 138 11083 RIVERTON_8 138,1094,11083,1,138,0.000773,0.009183,542.222222222222,542.222222222222,1,1,,,,,,
1095 1096,1095 SCRWBEAN_T8 138 1096 BLACKRVR_8 138,1095,1096,1,138,0.04459,0.07038,531.111111111111,531.111111111111,1,1,,,,,,
1095 11079,1095 SCRWBEAN_T8 138 11079 SALTCRKS_8 138,1095,11079,1,138,1e-05,1e-04,176.666666666667,176.666666666667,1,1,,,,,,
1096 11097,1096 BLACKRVR_8 138 11097 CULBERSONT_8 138,1096,11097,1,138,0.001664,0.019411,686.666666666667,686.666666666667,1,1,,,,,,
1099 1100,1099 SWPORTAP_8 138 1100 SWPORTLA_8 138,1099,1100,1,138,0.00238,0.00624,141.111111111111,141.111111111111,1,1,,,,,,
1099 1110,1099 SWPORTAP_8 138 1110 EDWARD_T8 138,1099,1110,1,138,6.8e-05,0.000321,212.222222222222,212.222222222222,1,1,,,,,,
110001 41415,110001 SRB_SRB_G2 20 41415 S_R_B__POI9B 69,110001,41415,1,69,0.001267,0.047228,250,250,1,1,,,,,,
110002 41410,110002 SRB_SRB_G1 20 41410 S_R_B__POI9A 69,110002,41410,1,69,0.001276,0.054473,250,250,1,1,,,,,,
110005 49104,110005 SRB_SRBGT_2 13.2 49104 S_R_B__A1STR 1,110005,49104,1,13.2,0.0046918,0.20857,44.4444444444444,44.4444444444444,1,1,,,,,,
110011 44010,110011 WAP_WAP_G1 20 44010 W_A_P__POI_8 138,110011,44010,1,138,0.00138,0.04275,250,250,1,1,,,,,,
110012 44010,110012 WAP_WAP_G2 20 44010 W_A_P__POI_8 138,110012,44010,1,138,0.001376,0.042763,250,250,1,1,,,,,,
110013 44010,110013 WAP_WAP_G3 24 44010 W_A_P__POI_8 138,110013,44010,1,138,0.000551,0.025216,400,400,1,1,,,,,,
110014 44010,110014 WAP_WAP_G4 22 44010 W_A_P__POI_8 138,110014,44010,1,138,0.0003055,0.016511,746.666666666667,746.666666666667,1,1,,,,,,
110015 44010,110015 WAP_WAP_G5 20 44010 W_A_P__POI_8 138,110015,44010,1,138,0.00025,0.011747,888.888888888889,888.888888888889,1,1,,,,,,
110016 44000,110016 WAP_WAP_G6 20 44000 W_A_P__POI5A 345,110016,44000,1,345,0.000301,0.012211,871.111111111111,871.111111111111,1,1,,,,,,
110017 44000,110017 WAP_WAP_G7 20 44000 W_A_P__POI5A 345,110017,44000,1,345,0.000361,0.022257,776.666666666667,776.666666666667,1,1,,,,,,
110018 44005,110018 WAP_WAP_G8 20 44005 W_A_P__POI5B 345,110018,44005,1,345,0.000388,0.021984,776.666666666667,776.666666666667,1,1,,,,,,
110019 44010,110019 WAP_WAPGT_1 13.2 44010 W_A_P__POI_8 138,110019,44010,1,138,0.004,0.408,51.8555555555556,51.8555555555556,1,1,,,,,,
110021 110020,110021 PNPI_8 138 110020 WAP_GT2 13.8,110021,110020,1,138,0.00411,0.1087,127.777777777778,127.777777777778,1,1,,,,,,
110031 110038,110031 RAY_RAYBURG1 13.8 110038 RAYBURN_1 13.8,110031,110038,1,13.8,0,1e-04,11110,11110,1,1,,,,,,
110032 110038,110032 RAY_RAYBURG2 13.8 110038 RAYBURN_1 13.8,110032,110038,1,13.8,0,1e-04,11110,11110,1,1,,,,,,
110036 110037,110036 RAY_RAYBURG9 13.8 110037 RA_RAYBURG10 13.8,110036,110037,1,13.8,0,1e-04,11110,11110,1,1,,,,,,
110041 49180,110041 THW_THWGT_1 13.2 49180 T_H_W__A2STR 1,110041,49180,1,13.2,0.014381,0.51854,27.7777777777778,27.7777777777778,1,1,,,,,,
110042 49151,110042 THW_THWGT31 13.8 49151 49151_STAR 1,110042,49151,1,13.8,0.002573,0.21556,83.1777777777778,83.1777777777778,1,1,,,,,,
110043 49151,110043 THW_THWGT32 13.8 49151 49151_STAR 1,110043,49151,1,13.8,0.002573,0.21127,83.1777777777778,83.1777777777778,1,1,,,,,,
110044 49139,110044 THW_THWGT33 13.8 49139 49139_STAR 1,110044,49139,1,13.8,0.002596,0.2077,83.1777777777778,83.1777777777778,1,1,,,,,,
110045 49139,110045 THW_THWGT34 13.8 49139 49139_STAR 1,110045,49139,1,13.8,0.002567,0.20427,83.1777777777778,83.1777777777778,1,1,,,,,,
110046 45515,110046 THW_THWST_3 13.8 45515 T_H_W__POI_8 138,110046,45515,1,138,0.002349,0.09781,155.555555555556,155.555555555556,1,1,,,,,,
110047 49171,110047 THW_THWGT41 13.8 49171 49171_STAR 1,110047,49171,1,13.8,0.002573,0.21884,83.1777777777778,83.1777777777778,1,1,,,,,,
110048 49171,110048 THW_THWGT42 13.8 49171 49171_STAR 1,110048,49171,1,13.8,0.002547,0.21227,83.1777777777778,83.1777777777778,1,1,,,,,,
110049 49172,110049 THW_THWGT43 13.8 49172 49172_STAR 1,110049,49172,1,13.8,0.002094,0.16756,83.1777777777778,83.1777777777778,1,1,,,,,,
110050 49172,110050 THW_THWGT44 13.8 49172 49172_STAR 1,110050,49172,1,13.8,0.002137,0.16756,83.1777777777778,83.1777777777778,1,1,,,,,,
110051 45515,110051 THW_THWST_4 13.8 45515 T_H_W__POI_8 138,110051,45515,1,138,0.002341,0.097252,155.555555555556,155.555555555556,1,1,,,,,,
110052 49149,110052 THW_THWGT51 13.8 49149 49149_STAR 1,110052,49149,1,13.8,0.001133,0.17601,127.311111111111,127.311111111111,1,1,,,,,,
110053 49149,110053 THW_THWGT52 13.8 49149 49149_STAR 1,110053,49149,1,13.8,0.001153,0.17756,127.311111111111,127.311111111111,1,1,,,,,,
110054 49174,110054 THW_THWGT53 13.8 49174 49174_STAR 1,110054,49174,1,13.8,0.001133,0.17742,127.311111111111,127.311111111111,1,1,,,,,,
110055 49174,110055 THW_THWGT54 13.8 49174 49174_STAR 1,110055,49174,1,13.8,0.00115,0.17942,127.311111111111,127.311111111111,1,1,,,,,,
110056 49173,110056 THW_THWGT55 13.8 49173 49173_STAR 1,110056,49173,1,13.8,0.001133,0.17624,127.311111111111,127.311111111111,1,1,,,,,,
110057 49173,110057 THW_THWGT56 13.8 49173 49173_STAR 1,110057,49173,1,13.8,0.00115,0.17779,127.311111111111,127.311111111111,1,1,,,,,,
110071 40015,110071 CBY_CBY_G1 20 40015 CEDARP_B138B 138,110071,40015,1,138,0.0004559,0.011815,944.444444444444,944.444444444444,1,1,,,,,,
110072 40010,110072 CBY_CBY_G2 24 40010 CEDARP_B138A 138,110072,40010,1,138,9.99e-05,0.01264,972.222222222222,972.222222222222,1,1,,,,,,
110076 110073,110076 CBY4_1_5 345 110073 CBY4_CT41 16,110076,110073,1,345,0.00109,0.0592,277.777777777778,277.777777777778,1,1,,,,,,
110076 110074,110076 CBY4_1_5 345 110074 CBY4_CT42 16,110076,110074,1,345,0.00111,0.05933,277.777777777778,277.777777777778,1,1,,,,,,
110076 110075,110076 CBY4_1_5 345 110075 CBY4_ST04 16,110076,110075,1,345,0.00111,0.05933,277.777777777778,277.777777777778,1,1,,,,,,
110092 49130,110092 GBY_GBYGT73 13.8 49130 49130_STAR 1,110092,49130,1,13.8,0.001441,0.15244,97.4444444444445,97.4444444444445,1,1,,,,,,
110093 49130,110093 GBY_GBYGT74 13.8 49130 49130_STAR 1,110093,49130,1,13.8,0.001483,0.1532,97.4444444444445,97.4444444444445,1,1,,,,,,
110094 49117,110094 GBY_GBYGT81 13.8 49117 49117_STAR 1,110094,49117,1,13.8,0.001917,0.19563,97.4444444444445,97.4444444444445,1,1,,,,,,
110095 49117,110095 GBY_GBYGT82 13.8 49117 49117_STAR 1,110095,49117,1,13.8,0.001906,0.19903,97.4444444444445,97.4444444444445,1,1,,,,,,
110096 49118,110096 GBY_GBYGT83 13.8 49118 49118_STAR 1,110096,49118,1,13.8,0.001919,0.19628,97.4444444444445,97.4444444444445,1,1,,,,,,
110097 49118,110097 GBY_GBYGT84 13.8 49118 49118_STAR 1,110097,49118,1,13.8,0.001926,0.19904,97.4444444444445,97.4444444444445,1,1,,,,,,
1101 1110,1101 EDWARDS_8 138 1110 EDWARD_T8 138,1101,1110,1,138,0.010284,0.026851,141.111111111111,141.111111111111,1,1,,,,,,
110111 110112,110111 DOWG_DOW_G37 14.4 110112 DOWGEN_1 14.4,110111,110112,1,14.4,0.00951,0.12485,83.1333333333333,83.1333333333333,1,1,,,,,,
110113 110112,110113 DOW_G37_G35 138 110112 DOWGEN_1 14.4,110113,110112,1,138,0.0066498,0.17818,83.3333333333333,83.3333333333333,1,1,,,,,,
110113 110132,110113 DOW_G37_G35 138 110132 DOW_84_82_83 138,110113,110132,1,138,0.00110553465346535,0.010659499009901,1122.22222222222,1122.22222222222,1,1,,,,,,
110113 110144,110113 DOW_G37_G35 138 110144 DOWGEN_13_8 138,110113,110144,1,138,0.001025,0.00988,531.111111111111,531.111111111111,1,1,,,,,,
110114 110118,110114 DOWG_DOW_G61 14.4 110118 DOW_61_2_64 14.4,110114,110118,1,14.4,0.000941,0.10545,97,97,1,1,,,,,,
110115 110118,110115 DOWG_DOW_G62 14.4 110118 DOW_61_2_64 14.4,110115,110118,1,14.4,0.000941,0.10545,130,130,1,1,,,,,,
110116 110118,110116 DOWG_DOW_G63 14.4 110118 DOW_61_2_64 14.4,110116,110118,1,14.4,0.000941,0.10545,97,97,1,1,,,,,,
110117 110118,110117 DOW_DOW_ST64 14.4 110118 DOW_61_2_64 14.4,110117,110118,1,14.4,0.000835,0.1376,97,97,1,1,,,,,,
110117 110121,110117 DOW_DOW_ST64 14.4 110121 DOWGEN_3 14.4,110117,110121,1,14.4,0.000835,0.1376,83.1333333333333,83.1333333333333,1,1,,,,,,
110117 900187,110117 DOW_DOW_ST64 14.4 900187 DOWG_DOW_G67 14.4,110117,900187,1,14.4,0.00037,0.01748,83.1333333333333,83.1333333333333,1,1,,,,,,
110118 110119,110118 DOW_61_2_64 14.4 110119 DOWGEN_2 14.4,110118,110119,1,14.4,0.00029,0.024802,145.555555555556,145.555555555556,1,1,,,,,,
110120 110119,110120 DOWGEN_1_8 138 110119 DOWGEN_2 14.4,110120,110119,1,138,0.00255,0.17473,145.333333333333,145.333333333333,1,1,,,,,,
110120 110128,110120 DOWGEN_1_8 138 110128 DOWGEN_3_8 138,110120,110128,1,138,7.3e-05,0.00346,145.333333333333,145.333333333333,1,1,,,,,,
110121 110122,110121 DOWGEN_3 14.4 110122 DOWGEN_4 14.4,110121,110122,1,14.4,0.00119,0.01748,83.1333333333333,83.1333333333333,1,1,,,,,,
110123 110126,110123 DOWG_DOW_G67 14.4 110126 DOW_G66_ST65 14.4,110123,110126,1,14.4,0.00793,0.08405,138.555555555556,138.555555555556,1,1,,,,,,
110123 900187,110123 DOWG_DOW_G67 14.4 900187 DOWG_DOW_G67 14.4,110123,900187,1,14.4,0,1e-04,11110,11110,1,1,,,,,,
110124 110126,110124 DOWG_DOW_G66 14.4 110126 DOW_G66_ST65 14.4,110124,110126,1,14.4,0.000793,0.08405,138.555555555556,138.555555555556,1,1,,,,,,
110125 110126,110125 DOW_DOW_ST65 14.4 110126 DOW_G66_ST65 14.4,110125,110126,1,14.4,0.000843,0.095064,138.555555555556,138.555555555556,1,1,,,,,,
110127 110126,110127 DOWGEN_2_8 138 110126 DOW_G66_ST65 14.4,110127,110126,1,138,0.00256,0.17348,133.333333333333,133.333333333333,1,1,,,,,,
110127 110128,110127 DOWGEN_2_8 138 110128 DOWGEN_3_8 138,110127,110128,1,138,6.5e-05,0.000307,133.333333333333,133.333333333333,1,1,,,,,,
110128 110129,110128 DOWGEN_3_8 138 110129 DOWGEN_4_8 138,110128,110129,1,138,0.000287,0.001271,176.666666666667,176.666666666667,1,1,,,,,,
110128 110153,110128 DOWGEN_3_8 138 110153 DOWGEN_14_8 138,110128,110153,1,138,0.000105,0.001012,372.222222222222,372.222222222222,1,1,,,,,,
110128 110154,110128 DOWGEN_3_8 138 110154 DOWGEN_15_8 138,110128,110154,1,138,0.000105,0.001012,372.222222222222,372.222222222222,1,1,,,,,,
110129 110122,110129 DOWGEN_4_8 138 110122 DOWGEN_4 14.4,110129,110122,1,138,0.01161,0.25651,56.5555555555556,56.5555555555556,1,1,,,,,,
110129 110130,110129 DOWGEN_4_8 138 110130 DOWGEN_5 14.5,110129,110130,1,138,0.0041,0.12255,107.222222222222,107.222222222222,1,1,,,,,,
110131 110133,110131 DOWGEN_5_8 138 110133 DOWGEN_6_8 138,110131,110133,1,138,0.000972,0.007673,531.111111111111,531.111111111111,1,1,,,,,,
110131 110155,110131 DOWGEN_5_8 138 110155 DOWGEN_16_8 138,110131,110155,1,138,0.000225,0.00217,531.111111111111,531.111111111111,1,1,,,,,,
110132 110133,110132 DOW_84_82_83 138 110133 DOWGEN_6_8 138,110132,110133,1,138,0.000439,0.004231,531.111111111111,531.111111111111,1,1,,,,,,
110132 110134,110132 DOW_84_82_83 138 110134 DOWGEN_7_8 138,110132,110134,1,138,0.00041,0.00087,124.444444444444,124.444444444444,1,1,,,,,,
110132 110136,110132 DOW_84_82_83 138 110136 DOWGEN_8_8 138,110132,110136,1,138,0.00044,0.00093,124.444444444444,124.444444444444,1,1,,,,,,
110132 110138,110132 DOW_84_82_83 138 110138 DOWGEN_9_8 138,110132,110138,1,138,0.00048,0.00101,124.444444444444,124.444444444444,1,1,,,,,,
110132 110140,110132 DOW_84_82_83 138 110140 DOWGEN_11_8 138,110132,110140,1,138,0.00014,0.00077,277.777777777778,277.777777777778,1,1,,,,,,
110132 110155,110132 DOW_84_82_83 138 110155 DOWGEN_16_8 138,110132,110155,1,138,0.001268,0.011888,437.777777777778,437.777777777778,1,1,,,,,,
110133 110144,110133 DOWGEN_6_8 138 110144 DOWGEN_13_8 138,110133,110144,1,138,0.000501,0.004827,531.111111111111,531.111111111111,1,1,,,,,,
110133 110149,110133 DOWGEN_6_8 138 110149 DOW_1_8 138,110133,110149,1,138,1e-05,1e-04,9875.55555555556,9875.55555555556,1,1,,,,,,
110133 110155,110133 DOWGEN_6_8 138 110155 DOWGEN_16_8 138,110133,110155,1,138,0.000918,0.008538,465.666666666667,465.666666666667,1,1,,,,,,
110134 110135,110134 DOWGEN_7_8 138 110135 DOWG_DOW_G81 14.4,110134,110135,1,138,0.00337,0.1943,124.444444444444,124.444444444444,1,1,,,,,,
110136 110137,110136 DOWGEN_8_8 138 110137 DOWG_DOW_G82 14.4,110136,110137,1,138,0.00338,0.1943,124.444444444444,124.444444444444,1,1,,,,,,
110138 110139,110138 DOWGEN_9_8 138 110139 DOWG_DOW_G83 14.4,110138,110139,1,138,0.00317,0.19464,124.444444444444,124.444444444444,1,1,,,,,,
110140 110141,110140 DOWGEN_11_8 138 110141 DOW_DOW_ST84 18,110140,110141,1,138,0.0012,0.04225,277.777777777778,277.777777777778,1,1,,,,,,
110142 110147,110142 DOW_G96_ST95 138 110147 DOW_DOW_ST95 14.4,110142,110147,1,138,0.00333,0.18132,133.333333333333,133.333333333333,1,1,,,,,,
110142 110148,110142 DOW_G96_ST95 138 110148 DOWGEN_STAR 1,110142,110148,1,138,0.00124,0.0926,255.555555555556,255.555555555556,1,1,,,,,,
110142 110155,110142 DOW_G96_ST95 138 110155 DOWGEN_16_8 138,110142,110155,1,138,0.000948,0.005495,355.555555555556,355.555555555556,1,1,,,,,,
110143 110144,110143 DOWGEN_12_8 138 110144 DOWGEN_13_8 138,110143,110144,1,138,0,1e-04,11110,11110,1,1,,,,,,
110145 110148,110145 DOWGEN_6 14.4 110148 DOWGEN_STAR 1,110145,110148,1,14.4,0.00064,0.06412,268.333333333333,268.333333333333,1,1,,,,,,
110146 110148,110146 DOW_DOW_GT96 18 110148 DOWGEN_STAR 1,110146,110148,1,18,0.00031,0.00711,255.555555555556,255.555555555556,1,1,,,,,,
110149 49193,110149 DOW_1_8 138 49193 DOW____A3STR 1,110149,49193,1,138,0.000498,0.016542,555.555555555556,677.777777777778,1,1,,,,,,
11015 24008,11015 YUCCADR_9 69 24008 YUCSW1_1 1,11015,24008,1,69,0.0011832,-0.013919,196.666666666667,208.888888888889,1,1,,,,,,
11015 24009,11015 YUCCADR_9 69 24009 YUCSW2_1 1,11015,24009,1,69,0.00013579,0.0099714,187.777777777778,208.888888888889,1,1,,,,,,
11015 37980,11015 YUCCADR_9 69 37980 TNWICKETT_0 69,11015,37980,1,69,0.00217,0.012317,220,220,1,1,,,,,,
11015 900914,11015 YUCCADR_9 69 900914 ROYALTY_9 69,11015,900914,1,69,0.100609,0.262961,71.1111111111111,71.1111111111111,1,1,,,,,,
11015 901042,11015 YUCCADR_9 69 901042 WICKETT_9 69,11015,901042,1,69,0.05627,0.11109,95.5555555555556,95.5555555555556,1,1,,,,,,
110150 49194,110150 DOW_A3_1 14.4 49194 DOW____A4STR 1,110150,49194,1,14.4,0.002828,0.20584,122.222222222222,122.222222222222,1,1,,,,,,
110151 49193,110151 DOW_A4_1 14.4 49193 DOW____A3STR 1,110151,49193,1,14.4,0.002836,0.20631,122.222222222222,122.222222222222,1,1,,,,,,
110152 49195,110152 DOW_A5_1 14.4 49195 DOW____A5STR 1,110152,49195,1,14.4,0.003756,0.1959,136.888888888889,136.888888888889,1,1,,,,,,
110153 110155,110153 DOWGEN_14_8 138 110155 DOWGEN_16_8 138,110153,110155,1,138,1e-06,0.000165,424.888888888889,424.888888888889,1,1,,,,,,
110154 110155,110154 DOWGEN_15_8 138 110155 DOWGEN_16_8 138,110154,110155,1,138,1e-06,0.000165,424.888888888889,424.888888888889,1,1,,,,,,
11016 11028,11016 QUAILSW_5 345 11028 ODESEHV2_5 345,11016,11028,1,345,5.5e-05,0.000476,1220,1220,1,1,,,,,,
11016 131247,11016 QUAILSW_5 345 131247 QALSW_1_5 345,11016,131247,1,345,0,1e-04,11110,11110,1,1,,,,,,
11016 19000,11016 QUAILSW_5 345 19000 LONGSHRFLY_5 345,11016,19000,1,345,0.00295,0.025634,1220,1220,1,1,,,,,,
1102 1103,1102 JUDKINS_8 138 1103 SANDHLTA_8 138,1102,1103,1,138,0.00568,0.02669,212.222222222222,212.222222222222,1,1,,,,,,
1102 1110,1102 JUDKINS_8 138 1110 EDWARD_T8 138,1102,1110,1,138,0.00338,0.015854,212.222222222222,212.222222222222,1,1,,,,,,
110205 110206,110205 BYU_BYU_G8 13.8 110206 BYU_1 13.8,110205,110206,1,13.8,0,1e-04,9875.55555555556,9875.55555555556,1,1,,,,,,
110231 110232,110231 _AK__AK_G1 13.8 110232 _AK_1_8 138,110231,110232,1,138,0.01109,0.2602,53.3333333333333,53.3333333333333,1,1,,,,,,
110232 110233,110232 _AK_1_8 138 110233 _AK_2_8 138,110232,110233,1,138,1e-04,0.00084,133.333333333333,133.333333333333,1,1,,,,,,
110261 43340,110261 TGF_TGFGT_1 13.8 43340 TXGLF__POI_8 138,110261,43340,1,138,0.00015,0.08001,124.444444444444,124.444444444444,1,1,,,,,,
110274 110271,110274 AMOCOOIL_1_8 138 110271 AMOC_AMOCO_1 13.8,110274,110271,1,138,0.0013,0.0751,133.333333333333,148.888888888889,1,1,,,,,,
110274 110272,110274 AMOCOOIL_1_8 138 110272 AMOC_AMOCO_2 13.8,110274,110272,1,138,0.0013,0.0751,133.333333333333,148.888888888889,1,1,,,,,,
110274 110273,110274 AMOCOOIL_1_8 138 110273 AMOC_AMOCO_5 13.8,110274,110273,1,138,0.0016,0.0729,74.1111111111111,92.5555555555556,1,1,,,,,,
110274 110275,110274 AMOCOOIL_1_8 138 110275 AMOCOOIL_2_8 138,110274,110275,1,138,1e-05,1e-04,849.777777777778,934.888888888888,1,1,,,,,,
110275 110279,110275 AMOCOOIL_2_8 138 110279 AMOCOOIL_6_8 138,110275,110279,1,138,1e-05,1e-04,849.777777777778,934.888888888888,1,1,,,,,,
110276 110279,110276 AMOCOOIL_3_8 138 110279 AMOCOOIL_6_8 138,110276,110279,1,138,1e-05,1e-04,416,546.666666666666,1,1,,,,,,
110277 110279,110277 AMOCOOIL_4_8 138 110279 AMOCOOIL_6_8 138,110277,110279,1,138,2.6e-05,0.001,621.444444444444,824.888888888889,1,1,,,,,,
110278 110279,110278 AMOCOOIL_5_8 138 110279 AMOCOOIL_6_8 138,110278,110279,1,138,2.6e-05,0.001,621.444444444444,824.888888888889,1,1,,,,,,
110279 110280,110279 AMOCOOIL_6_8 138 110280 AMO_AMOCO_G1 18,110279,110280,1,138,0.0013,0.0751,217.777777777778,244.444444444444,1,1,,,,,,
110279 110281,110279 AMOCOOIL_6_8 138 110281 AMO_AMOCO_G2 18,110279,110281,1,138,0.0012,0.0745,217.777777777778,244.444444444444,1,1,,,,,,
110279 110282,110279 AMOCOOIL_6_8 138 110282 AMO_AMOCO_G3 18,110279,110282,1,138,0.0013,0.0751,217.777777777778,244.444444444444,1,1,,,,,,
110279 110283,110279 AMOCOOIL_6_8 138 110283 AMO_AMOCO_S1 13.8,110279,110283,1,138,0.0016,0.0729,128.888888888889,144.444444444444,1,1,,,,,,
110279 110284,110279 AMOCOOIL_6_8 138 110284 AMO_AMOCO_S2 21,110279,110284,1,138,0.000877,0.05099,333.333333333333,333.333333333333,1,1,,,,,,
11028 59901,11028 ODESEHV2_5 345 59901 GRELTON 345,11028,59901,1,345,0.001974,0.027148,1991.11111111111,1991.11111111111,1,1,,,,,,
11028 76000,11028 ODESEHV2_5 345 76000 L_NORTMC5_1Y 345,11028,76000,1,345,0.001613,0.027092,1690,1982.22222222222,1,1,,,,,,
1103 1104,1103 SANDHLTA_8 138 1104 SANDHILL_8 138,1103,1104,1,138,0.03588,0.05663,95.5555555555556,95.5555555555556,1,1,,,,,,
11032 24016,11032 MGCK_3 13.2 24016 700207_3STAR 1,11032,24016,1,13.2,0.0049357,0.15678,111.111111111111,111.111111111111,1,1,,,,,,
11033 24017,11033 MGCK2_3 13.2 24017 700208_3STAR 1,11033,24017,1,13.2,0.0073806,0.38048,92.2222222222222,92.2222222222222,1,1,,,,,,
110332 110333,110332 NCA_NCARBIG2 13.8 110333 NCA_NCARBIG6 4.2,110332,110333,1,13.8,0.11,1.166,5.55555555555556,6.94444444444445,1,1,,,,,,
110336 110331,110336 NCARBIDE_1_9 69 110331 NCA_NCARBIG1 13.8,110336,110331,1,69,0.00618,0.18434,55.5555555555556,66.6666666666667,1,1,,,,,,
110336 110332,110336 NCARBIDE_1_9 69 110332 NCA_NCARBIG2 13.8,110336,110332,1,69,0.00618,0.18434,55.5555555555556,66.6666666666667,1,1,,,,,,
110336 110334,110336 NCARBIDE_1_9 69 110334 NCA_NCARBIG3 13.8,110336,110334,1,69,0.00622,0.18545,56,74.6666666666667,1,1,,,,,,
11034 24018,11034 MGCKTERT4_3 13.8 24018 700209_3STAR 1,11034,24018,1,13.8,-0.00018904,0.1435,92.2222222222222,92.2222222222222,1,1,,,,,,
11035 24015,11035 MGCKTERT3_3 13.8 24015 700206_3STAR 1,11035,24015,1,13.8,0.011332,0.35275,30,30,1,1,,,,,,
110375 110378,110375 EXN_EXN_G8 13.8 110378 EXN_2_9 69,110375,110378,1,69,0.013895,0.319535,88.8888888888888,106.666666666667,1,1,,,,,,
110376 110377,110376 EXN_EXN_G9 13.8 110377 EXN_1_9 69,110376,110377,1,69,0.0265133333333333,0.50375,83.3333333333334,93.3333333333333,1,1,,,,,,
110377 110375,110377 EXN_1_9 69 110375 EXN_EXN_G8 13.8,110377,110375,1,69,0.01814,0.41727,44.4444444444444,53.3333333333333,1,1,,,,,,
110377 110378,110377 EXN_1_9 69 110378 EXN_2_9 69,110377,110378,1,69,0.00195,0.0097,371.111111111112,411.111111111112,1,1,,,,,,
110377 110379,110377 EXN_1_9 69 110379 EXN_3_9 69,110377,110379,1,69,0.0048,0.0251,185.555555555556,205.555555555556,1,1,,,,,,
110378 110374,110378 EXN_2_9 69 110374 EXN_EXN_G4 13.8,110378,110374,1,69,0.00177,0.08078,138.888888888889,146.666666666667,1,1,,,,,,
110378 110379,110378 EXN_2_9 69 110379 EXN_3_9 69,110378,110379,1,69,2e-04,0.0034,371.111111111112,411.111111111112,1,1,,,,,,
110382 110371,110382 EXN_1_8 138 110371 EXN_EXN_G1 13.8,110382,110371,1,138,0.00783,0.21911,59.2555555555556,66.3333333333333,1,1,,,,,,
110382 110372,110382 EXN_1_8 138 110372 EXN_EXN_G2 13.8,110382,110372,1,138,0.00783,0.21911,59.2555555555556,66.3333333333333,1,1,,,,,,
110382 110373,110382 EXN_1_8 138 110373 EXN_EXN_G3 13.8,110382,110373,1,138,0.00783,0.21936,59.2555555555556,66.3333333333333,1,1,,,,,,
110382 110383,110382 EXN_1_8 138 110383 EXN_2_8 138,110382,110383,1,138,3e-04,0.0093,238.888888888889,266.666666666667,1,1,,,,,,
110382 110384,110382 EXN_1_8 138 110384 EXN_3_8 138,110382,110384,1,138,9e-04,0.0125,238.888888888889,266.666666666667,1,1,,,,,,
110383 110381,110383 EXN_2_8 138 110381 EXN_EXN_G14 18,110383,110381,1,138,0.00183,0.07314,222.222222222222,222.222222222222,1,1,,,,,,
110441 110451,110441 FORMOSA_1_9 69 110451 FOR_FORMOSG1 13.8,110441,110451,1,69,0.00305,0.09327,111.111111111111,147.777777777778,1,1,,,,,,
110441 110463,110441 FORMOSA_1_9 69 110463 FORMOSA_10_9 69,110441,110463,1,69,0,1e-04,11110,11110,1,1,,,,,,
110441 110465,110441 FORMOSA_1_9 69 110465 FORMOSA_12_9 69,110441,110465,1,69,0,1e-04,11110,11110,1,1,,,,,,
110442 110452,110442 FORMOSA_2_9 69 110452 FOR_FORMOSG2 13.8,110442,110452,1,69,0.00305,0.09245,111.111111111111,147.777777777778,1,1,,,,,,
110442 110463,110442 FORMOSA_2_9 69 110463 FORMOSA_10_9 69,110442,110463,1,69,0,1e-04,11110,11110,1,1,,,,,,
110442 110465,110442 FORMOSA_2_9 69 110465 FORMOSA_12_9 69,110442,110465,1,69,0,1e-04,11110,11110,1,1,,,,,,
110443 110453,110443 FORMOSA_3_9 69 110453 FOR_FORMOSG3 13.8,110443,110453,1,69,0.00304,0.09419,111.111111111111,147.777777777778,1,1,,,,,,
110443 110463,110443 FORMOSA_3_9 69 110463 FORMOSA_10_9 69,110443,110463,1,69,0,1e-04,11110,11110,1,1,,,,,,
110443 110465,110443 FORMOSA_3_9 69 110465 FORMOSA_12_9 69,110443,110465,1,69,0,1e-04,11110,11110,1,1,,,,,,
110444 110454,110444 FORMOSA_4_9 69 110454 FOR_FORMOSG4 13.8,110444,110454,1,69,0.00305,0.09291,111.111111111111,147.777777777778,1,1,,,,,,
110444 110463,110444 FORMOSA_4_9 69 110463 FORMOSA_10_9 69,110444,110463,1,69,0,1e-04,11110,11110,1,1,,,,,,
