//Name,MajorRelease,MinorRelease,BranchRelease,TimeUnit,IntervalLength,MaxInterval,StartInterval,StopInterval,MinDate,MaxDate,StartDate,StopDate
ERCOT,2,6,3,hour,1,0,0,0,2013.01.29 00:00,2013.01.31 12:00,2013.01.29 00:00,2013.01.30 00:00
