,COAST,EAST,ERCOT,FWEST,NCENT,NORTH,OTHER,SCENT,SOUTH,WEST
2013-01-01 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 07:30:00-06:00,-0.001642116,-0.000200119,-0.000160161,0,0,0,-0.000214132,0,-0.000280526,0
2013-01-01 08:00:00-06:00,0.015177024,0.012970616,0.013771236,0.010052678,0.015177771,0.018418893,0.005267691,0.006839189,0.01840694,0.028103551
2013-01-01 08:30:00-06:00,0.022780153,0.018971176,0.097879856,0.167616063,0.062447717,0.145592113,0.090800037,0.031754196,0.053161477,0.163938465
2013-01-01 09:00:00-06:00,0.032649605,0.026174826,0.224858046,0.40715201,0.110619467,0.360027668,0.259683538,0.066662721,0.074794133,0.336807452
2013-01-01 09:30:00-06:00,0.047765154,0.06369222,0.320730685,0.580159484,0.151003218,0.490550724,0.411096747,0.084535602,0.108602109,0.428321979
2013-01-01 10:00:00-06:00,0.06734703,0.094309118,0.363129117,0.626690426,0.204800008,0.52011911,0.437735244,0.134176543,0.168880605,0.482900286
2013-01-01 10:30:00-06:00,0.081790155,0.115177309,0.403471301,0.679715749,0.269045813,0.526023527,0.456595066,0.188095961,0.239140276,0.528041828
2013-01-01 11:00:00-06:00,0.106278896,0.157562803,0.429087232,0.681081528,0.324729035,0.519104823,0.46689006,0.24212129,0.26885595,0.57585739
2013-01-01 11:30:00-06:00,0.13691622,0.185102951,0.436691845,0.666967522,0.364424968,0.505229628,0.459657911,0.272982867,0.275060926,0.591258645
2013-01-01 12:00:00-06:00,0.14894348,0.197785954,0.444602659,0.643085188,0.406080674,0.490752377,0.461099088,0.30655769,0.301842532,0.5984355
2013-01-01 12:30:00-06:00,0.172227289,0.208521666,0.457898203,0.633891835,0.430177703,0.494161503,0.462109903,0.349475073,0.355891195,0.600057374
2013-01-01 13:00:00-06:00,0.168216415,0.216461866,0.462815749,0.619365251,0.437399007,0.49689457,0.46169006,0.372685058,0.388550681,0.602629369
2013-01-01 13:30:00-06:00,0.194402634,0.198758713,0.46473163,0.615599663,0.440249368,0.503315675,0.459706426,0.390280202,0.402625608,0.594294551
2013-01-01 14:00:00-06:00,0.205036555,0.18395008,0.460503876,0.617991695,0.450980587,0.51122969,0.461516097,0.405054593,0.361135311,0.571778368
2013-01-01 14:30:00-06:00,0.20162061,0.155327652,0.461960273,0.616640779,0.462407284,0.508342935,0.472680302,0.413012169,0.374928093,0.555275853
2013-01-01 15:00:00-06:00,0.219096972,0.133320764,0.457266849,0.6081065,0.470890938,0.517397101,0.490948438,0.410032728,0.339079578,0.523859616
2013-01-01 15:30:00-06:00,0.191007316,0.108219332,0.440334797,0.599853613,0.45712721,0.503632214,0.489566135,0.371821325,0.298224337,0.507771877
2013-01-01 16:00:00-06:00,0.169182756,0.112604558,0.411896721,0.583556439,0.414888644,0.484322224,0.490415679,0.294897312,0.249200258,0.453793643
2013-01-01 16:30:00-06:00,0.129899658,0.092096272,0.313095167,0.457583306,0.309308627,0.393700358,0.381185757,0.201347353,0.185043339,0.316859374
2013-01-01 17:00:00-06:00,0.046326233,0.027736349,0.159837402,0.27731846,0.118399926,0.178608972,0.208892696,0.092958185,0.092781063,0.156851049
2013-01-01 17:30:00-06:00,0.000665092,0,0.031271135,0.093005997,0.002925623,0.014971498,0.042863143,0.006947565,0.016394647,0.024724333
2013-01-01 18:00:00-06:00,0,0,0.000170208,0.000112594,0,0,0.000713528,0,0,0
2013-01-01 18:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 19:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 19:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 20:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 20:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 21:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 21:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 22:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 22:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 23:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-01 23:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 07:30:00-06:00,-0.001283922,-0.00033463,-0.000199522,0,0,0,-0.000454939,-4.64E-05,-0.000207952,0
2013-01-02 08:00:00-06:00,0.012326726,0.012468208,0.0107899,0.004145592,0.022199026,0.020611932,0.004364188,0.013124542,0.005498855,0.01496415
2013-01-02 08:30:00-06:00,0.020573914,0.036030188,0.091533366,0.128953116,0.095021994,0.150696812,0.12304678,0.040315495,0.019500313,0.095358609
2013-01-02 09:00:00-06:00,0.028784909,0.067205289,0.231829936,0.370878976,0.203481035,0.360725607,0.329826616,0.08465673,0.035227546,0.245638302
2013-01-02 09:30:00-06:00,0.0420248,0.110787107,0.357980752,0.59959834,0.29556359,0.49573941,0.527984423,0.138735067,0.056698172,0.36362933
2013-01-02 10:00:00-06:00,0.054714499,0.14519689,0.402266282,0.652458593,0.370059991,0.548592566,0.558839442,0.174412249,0.08889756,0.418668659
2013-01-02 10:30:00-06:00,0.071017712,0.177815025,0.42918304,0.672782995,0.423489553,0.574929451,0.565394281,0.202950229,0.124591216,0.45682969
2013-01-02 11:00:00-06:00,0.099007578,0.221996487,0.445522889,0.686826714,0.446535722,0.578806264,0.553808766,0.245964098,0.151553689,0.481911227
2013-01-02 11:30:00-06:00,0.11346605,0.265540822,0.454291834,0.691421379,0.463354147,0.57661561,0.535967001,0.277285861,0.173004348,0.497012424
2013-01-02 12:00:00-06:00,0.126004791,0.308802879,0.460462025,0.687114636,0.4795569,0.588151887,0.516256448,0.302401762,0.197477357,0.499360752
2013-01-02 12:30:00-06:00,0.141659186,0.335055719,0.464138196,0.679790664,0.479559538,0.600003048,0.508117422,0.311291849,0.208977492,0.509229567
2013-01-02 13:00:00-06:00,0.145378179,0.353639804,0.466063459,0.678646728,0.467144531,0.597046251,0.505643644,0.31005475,0.216873368,0.5263827
2013-01-02 13:30:00-06:00,0.161363682,0.351828764,0.471659206,0.687147407,0.455584233,0.608555352,0.514107563,0.302553823,0.215646573,0.548651436
2013-01-02 14:00:00-06:00,0.1597928,0.319916228,0.476783594,0.701779989,0.453905284,0.623100839,0.526966041,0.288249805,0.206510689,0.57265133
2013-01-02 14:30:00-06:00,0.147899355,0.283271338,0.48818033,0.726445448,0.476753082,0.643633015,0.547245555,0.282326209,0.195642366,0.597100261
2013-01-02 15:00:00-06:00,0.123901421,0.25841769,0.494016332,0.753851188,0.497992649,0.67375497,0.559200692,0.265039006,0.173973004,0.599375206
2013-01-02 15:30:00-06:00,0.097031506,0.241740642,0.495908124,0.777127587,0.521193352,0.68786938,0.569372604,0.257787417,0.145917944,0.584978657
2013-01-02 16:00:00-06:00,0.088236594,0.207941793,0.47750209,0.781009306,0.4945326,0.684917487,0.559493287,0.235604408,0.111631383,0.542144542
2013-01-02 16:30:00-06:00,0.083272779,0.120890444,0.39368502,0.746171928,0.363111314,0.507640918,0.458522617,0.1503843,0.090966848,0.45109753
2013-01-02 17:00:00-06:00,0.032334224,0.037571215,0.211935355,0.476606951,0.148093218,0.231643995,0.245232805,0.067233364,0.049865212,0.247043464
2013-01-02 17:30:00-06:00,0.000234545,0,0.050331691,0.168025001,0.006137958,0.023763279,0.057940841,0.005772837,0.01001685,0.052622981
2013-01-02 18:00:00-06:00,0,0,0.00059493,0.000985684,0,0,0.002052796,0,0,0
2013-01-02 18:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 19:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 19:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 20:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 20:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 21:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 21:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 22:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 22:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 23:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-02 23:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 07:30:00-06:00,0.01306167,0.003077872,0.002036604,0,0,0,0.005585159,2.94E-05,0.000876077,0
2013-01-03 08:00:00-06:00,0.126839952,0.191175892,0.054997552,0.000551614,0.098714655,0.05507002,0.07097448,0.034994762,0.030803599,0.006503717
2013-01-03 08:30:00-06:00,0.154103178,0.498413193,0.171958195,0.025754005,0.345661768,0.272595212,0.230363911,0.102401184,0.058807369,0.039941408
2013-01-03 09:00:00-06:00,0.210328444,0.728590213,0.295487235,0.040659462,0.596366283,0.554517014,0.426680775,0.179805764,0.064123222,0.068124645
2013-01-03 09:30:00-06:00,0.262203985,0.756205963,0.365352388,0.055850371,0.653268836,0.695328688,0.573581309,0.25753452,0.077579878,0.11154276
2013-01-03 10:00:00-06:00,0.328388419,0.751874141,0.387658128,0.074607461,0.661346899,0.712242279,0.602633039,0.265338927,0.103579106,0.146354756
2013-01-03 10:30:00-06:00,0.429184604,0.729135036,0.398018018,0.105475469,0.666905334,0.674667157,0.596468051,0.257973626,0.139903106,0.168462957
2013-01-03 11:00:00-06:00,0.479467212,0.696434455,0.396729522,0.141500124,0.634691516,0.634318568,0.575348376,0.241050911,0.165062859,0.190636826
2013-01-03 11:30:00-06:00,0.479745561,0.674956016,0.3863088,0.163189219,0.589528559,0.597818403,0.55237574,0.205497965,0.190111035,0.19498153
2013-01-03 12:00:00-06:00,0.474780513,0.638065513,0.385564749,0.188798349,0.553027815,0.568709567,0.53733769,0.204372047,0.218732496,0.227374871
2013-01-03 12:30:00-06:00,0.456271482,0.614626773,0.388940629,0.21368592,0.520142002,0.545315973,0.531031954,0.226127001,0.25743788,0.246173874
2013-01-03 13:00:00-06:00,0.419606991,0.583327523,0.380303573,0.225013207,0.475511094,0.514597845,0.53259191,0.225813897,0.271030573,0.236864164
2013-01-03 13:30:00-06:00,0.375909755,0.558623308,0.382644434,0.242134976,0.454323203,0.502286646,0.548914396,0.213020096,0.315437178,0.228109502
2013-01-03 14:00:00-06:00,0.310905445,0.497001331,0.363195033,0.229388071,0.426062724,0.481860661,0.556142895,0.169172728,0.313898662,0.198509457
2013-01-03 14:30:00-06:00,0.259762005,0.42462224,0.353791144,0.235831579,0.405760747,0.479316227,0.553745203,0.161745929,0.321116971,0.189245434
2013-01-03 15:00:00-06:00,0.194648447,0.329855631,0.329619971,0.215200954,0.385405471,0.517984116,0.530606282,0.136120394,0.290502461,0.16536414
2013-01-03 15:30:00-06:00,0.1519552,0.179343323,0.303146164,0.188261385,0.323661483,0.55176824,0.50122456,0.106076397,0.32385389,0.144719015
2013-01-03 16:00:00-06:00,0.09325309,0.109026762,0.280701151,0.183350566,0.244026074,0.542855495,0.453971832,0.102628361,0.33506814,0.173570514
2013-01-03 16:30:00-06:00,0.052907357,0.065200666,0.239473776,0.159795015,0.159385513,0.380919716,0.367615299,0.108443162,0.375268501,0.202990764
2013-01-03 17:00:00-06:00,0.123625182,0.031388609,0.160720238,0.134214412,0.071836871,0.189629333,0.186763171,0.115895138,0.303970271,0.179777153
2013-01-03 17:30:00-06:00,0.004633445,0,0.030641796,0.046654987,0.002161605,0.019474279,0.033237282,0.012322365,0.066104418,0.041471428
2013-01-03 18:00:00-06:00,0,0,2.34E-05,0.000344704,0,0,-0.000147024,0,0,0
2013-01-03 18:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 19:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 19:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 20:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 20:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 21:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 21:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 22:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 22:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 23:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-03 23:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 07:30:00-06:00,-0.001222582,-0.000141563,0.00013891,0,0,0,0.000655472,-2.15E-05,0.000537052,0
2013-01-04 08:00:00-06:00,0.019294067,0.024028471,0.019586476,0.004995646,0.030412523,0.013379294,0.009760635,0.024255195,0.027971663,0.036194451
2013-01-04 08:30:00-06:00,0.040403572,0.075309586,0.09315559,0.069399261,0.110390147,0.076221442,0.072816198,0.075213751,0.085175619,0.195977923
2013-01-04 09:00:00-06:00,0.049804284,0.10401343,0.118792783,0.06558962,0.140489966,0.13818926,0.174449841,0.071197885,0.07264591,0.160845688
2013-01-04 09:30:00-06:00,0.075366051,0.146365612,0.141066445,0.081407536,0.202517567,0.168328499,0.25220061,0.056463199,0.066542912,0.098595881
2013-01-04 10:00:00-06:00,0.10059172,0.172508737,0.162691462,0.099898755,0.256685428,0.165653627,0.262469375,0.08103019,0.077492751,0.135406474
2013-01-04 10:30:00-06:00,0.114210624,0.211358931,0.186506506,0.133823368,0.290182651,0.2077257,0.258858777,0.108055632,0.091823021,0.174185727
2013-01-04 11:00:00-06:00,0.148241783,0.267529696,0.213850532,0.176090017,0.321226193,0.240536533,0.261301301,0.134578681,0.116579978,0.204886118
2013-01-04 11:30:00-06:00,0.175261319,0.299101507,0.234743705,0.20526852,0.351270216,0.256814444,0.266399392,0.15297549,0.154251672,0.216744509
2013-01-04 12:00:00-06:00,0.200323003,0.334336983,0.259805737,0.253098394,0.373573505,0.265017782,0.280050002,0.167030344,0.194568654,0.235306329
2013-01-04 12:30:00-06:00,0.2103382,0.375425472,0.288082516,0.281974212,0.399378582,0.289317267,0.304311695,0.206231172,0.242846371,0.250001143
2013-01-04 13:00:00-06:00,0.195829589,0.39128829,0.279784852,0.285174518,0.377461899,0.246639051,0.290142208,0.210382434,0.26204851,0.231247797
2013-01-04 13:30:00-06:00,0.17818326,0.402512823,0.285272269,0.278556817,0.380285018,0.263913568,0.30291683,0.200231549,0.293555745,0.225872807
2013-01-04 14:00:00-06:00,0.151491745,0.40177566,0.253713876,0.249477598,0.354629727,0.197540761,0.257495563,0.181849139,0.283793458,0.189412767
2013-01-04 14:30:00-06:00,0.165804446,0.378121593,0.249151883,0.244301113,0.3266523,0.169353491,0.250622326,0.215379583,0.290767063,0.193706366
2013-01-04 15:00:00-06:00,0.109785837,0.343375798,0.228030101,0.235686794,0.278030588,0.141549279,0.23722519,0.188991261,0.289611895,0.176144926
2013-01-04 15:30:00-06:00,0.104219435,0.285396017,0.210246076,0.221642464,0.260525976,0.108720342,0.208161055,0.210393303,0.282434726,0.162284453
2013-01-04 16:00:00-06:00,0.118408674,0.272058654,0.212114121,0.265647922,0.222584453,0.09636226,0.178716547,0.235775252,0.315835753,0.168041897
2013-01-04 16:30:00-06:00,0.104897245,0.196347565,0.224265985,0.39402816,0.134246025,0.083627889,0.162661923,0.224904673,0.33051868,0.24789194
2013-01-04 17:00:00-06:00,0.083703258,0.079338942,0.147257231,0.220989568,0.101740749,0.079192669,0.115484908,0.138340638,0.224517439,0.18333351
2013-01-04 17:30:00-06:00,0.003086746,0,0.036921291,0.116876758,0.00326211,0.003039755,0.030917986,0.013593293,0.047110398,0.034271974
2013-01-04 18:00:00-06:00,0,0,0.000516074,0.001745485,0,0,0.001117232,0,0,0
2013-01-04 18:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 19:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 19:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 20:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 20:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 21:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 21:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 22:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 22:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 23:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-04 23:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 07:30:00-06:00,-0.000166424,0.00037553,0.000153956,0,0,0,0.000466508,0,0.000344691,0
2013-01-05 08:00:00-06:00,0.017197658,0.077785419,0.043281032,0.014522322,0.098447403,0.047426786,0.01456766,0.053698665,0.037990338,0.066516528
2013-01-05 08:30:00-06:00,0.035368778,0.216999561,0.220579528,0.254884142,0.371031702,0.250495633,0.145598621,0.170616222,0.120250334,0.334808241
2013-01-05 09:00:00-06:00,0.045305707,0.247324908,0.425374683,0.602515049,0.633739529,0.542823882,0.374609577,0.234130696,0.158443282,0.595109266
2013-01-05 09:30:00-06:00,0.077802818,0.232169531,0.512937246,0.812741098,0.58958176,0.671869146,0.570886993,0.203924095,0.145857377,0.666421757
2013-01-05 10:00:00-06:00,0.080901636,0.229539966,0.524179857,0.82737982,0.587187362,0.684776096,0.572018415,0.199147868,0.176763009,0.702394914
2013-01-05 10:30:00-06:00,0.087858754,0.256354154,0.533581265,0.825984483,0.585322329,0.674502397,0.561668305,0.221069338,0.222477088,0.733441673
2013-01-05 11:00:00-06:00,0.096552093,0.292007363,0.537248932,0.798267627,0.598350988,0.646535805,0.551786764,0.257420445,0.265640063,0.73954278
2013-01-05 11:30:00-06:00,0.107617021,0.320953594,0.537601218,0.768471305,0.603537662,0.631855611,0.537260346,0.296139946,0.308961956,0.728718992
2013-01-05 12:00:00-06:00,0.118522689,0.365359717,0.536026413,0.738879367,0.614763352,0.614069114,0.521190719,0.331736499,0.338022302,0.709881384
2013-01-05 12:30:00-06:00,0.154718813,0.400928022,0.544452971,0.721789724,0.630161115,0.605066291,0.515684214,0.379123436,0.387322601,0.696182662
2013-01-05 13:00:00-06:00,0.154533298,0.422506688,0.551703369,0.713377624,0.652452953,0.613680513,0.51187961,0.412258172,0.409399746,0.693525618
2013-01-05 13:30:00-06:00,0.168958799,0.473319394,0.571325445,0.720584241,0.673297247,0.633934851,0.524112924,0.459823423,0.434632945,0.704129013
2013-01-05 14:00:00-06:00,0.137311685,0.48101184,0.583967071,0.735095547,0.698531614,0.669730178,0.536020911,0.478775041,0.424200725,0.7225
2013-01-05 14:30:00-06:00,0.142026571,0.514428148,0.61006677,0.75920937,0.726099781,0.701027059,0.565811529,0.516335023,0.437943231,0.74766696
2013-01-05 15:00:00-06:00,0.125998735,0.529834839,0.631900724,0.784611142,0.747976409,0.730772362,0.587091083,0.539256923,0.464511775,0.771228248
2013-01-05 15:30:00-06:00,0.096107492,0.554941319,0.646162052,0.807063268,0.759803574,0.757997123,0.60819009,0.528416613,0.472059898,0.789013015
2013-01-05 16:00:00-06:00,0.09050864,0.545797568,0.643761512,0.812210532,0.741205817,0.744952987,0.610861228,0.540467062,0.469557075,0.785263994
2013-01-05 16:30:00-06:00,0.126391355,0.375020398,0.562308132,0.788515626,0.545061339,0.572622091,0.52979139,0.502753004,0.456872306,0.705784098
2013-01-05 17:00:00-06:00,0.094541019,0.139907418,0.316854301,0.53141961,0.241434168,0.271457728,0.291866768,0.267271008,0.295205306,0.39439071
2013-01-05 17:30:00-06:00,0.004192301,0,0.077653533,0.2065445,0.017149695,0.035917113,0.075975916,0.03682624,0.068372725,0.096065296
2013-01-05 18:00:00-06:00,0,0,0.001499764,0.004524892,0,0,0.003654856,0,0,0
2013-01-05 18:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 19:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 19:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 20:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 20:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 21:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 21:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 22:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 22:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 23:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-05 23:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 00:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 00:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 01:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 01:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 02:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 02:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 03:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 03:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 04:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 04:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 05:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 05:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 06:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 06:30:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 07:00:00-06:00,0,0,0,0,0,0,0,0,0,0
2013-01-06 07:30:00-06:00,0.013279146,0.002028842,0.001810996,0,0,0,0.004901982,4.40E-05,0.000624448,0
2013-01-06 08:00:00-06:00,0.187648299,0.10889813,0.089497255,0.01480159,0.124365213,0.059390199,0.06137046,0.162359095,0.142129008,0.083908155
2013-01-06 08:30:00-06:00,0.366401575,0.242602813,0.3150071,0.247978006,0.425309576,0.262428878,0.1880976,0.45158438,0.418399143,0.38442662
2013-01-06 09:00:00-06:00,0.457479167,0.365322546,0.5845099,0.603409736,0.743007678,0.604553504,0.407378879,0.703425873,0.636255618,0.722628421
