,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
2017-02-19 02:00:00-06:00,8311.2424719,899.9757283,2015.2747306,592.7888127,8020.0438794,2471.6868421,4285.3976097,843.1270003,27439.537075
2017-02-19 03:00:00-06:00,8190.2591475,856.7210001,2018.0428099,595.501318,7922.6058244,2420.6623675,4188.3499769,842.460438,27034.6028823
2017-02-19 04:00:00-06:00,8169.4400838,872.9301355,2034.9684493,603.1730654,7834.0917326,2389.8592868,4139.1689974,844.4085253,26888.0402761
2017-02-19 05:00:00-06:00,8220.2353655,898.3051316,2024.2376887,606.8273936,7989.4607912,2390.8571664,4191.3741669,855.5893771,27176.887081
2017-02-19 06:00:00-06:00,8362.559366,936.0388643,2046.8192419,622.8721829,8379.3823639,2431.4004341,4327.6188136,874.6955248,27981.3867915
2017-02-19 07:00:00-06:00,8446.3301238,969.9843601,2060.4421086,640.9990838,8747.8954872,2456.3775631,4526.2916765,901.5827228,28749.9031259
2017-02-19 08:00:00-06:00,8864.4574724,1041.3497943,2078.0904973,669.0229864,9346.9274183,2620.4533386,4853.2040447,935.2524444,30408.7579964
2017-02-19 09:00:00-06:00,9377.6421542,1102.3276747,2097.5127071,685.9897855,9947.0575435,2852.8262484,5206.1791606,964.8732496,32234.4085236
2017-02-19 10:00:00-06:00,9788.9722267,1125.5233118,2114.4860627,683.0015644,10313.0388121,3060.251639,5448.2661828,972.6621447,33506.2019442
2017-02-19 11:00:00-06:00,10017.8389902,1139.4359147,2116.2023456,679.9035082,10489.9136649,3191.1325407,5662.8912563,977.3243277,34274.6425483
2017-02-19 12:00:00-06:00,10228.5267136,1162.5739952,2113.900837,680.6514034,10586.663476,3321.116236,5838.8570372,981.5289662,34913.8186646
2017-02-19 13:00:00-06:00,10522.441391,1177.2838289,2112.2596956,679.2418056,10583.2796606,3435.136728,5944.5609861,989.2991191,35443.5032149
2017-02-19 14:00:00-06:00,10892.9992349,1197.9577055,2115.6778241,677.6118373,10528.5850167,3532.5277872,6059.9504286,983.5786924,35988.8885267
2017-02-19 15:00:00-06:00,11054.0437376,1189.403729,2119.4915655,677.5206629,10545.184528,3607.5218407,6095.3201887,983.3536869,36271.8399393
2017-02-19 16:00:00-06:00,10887.3977876,1202.4402873,2132.8013017,684.0971587,10608.9081411,3588.9903331,6121.0230824,990.5481635,36216.2062554
2017-02-19 17:00:00-06:00,10788.9367486,1221.5120168,2147.941026,699.6849308,10845.0980989,3489.1750296,6143.9452222,991.3778403,36327.6709132
2017-02-19 18:00:00-06:00,11117.0339544,1293.9955251,2175.2053925,730.9126538,11402.7954599,3485.5040901,6384.0255457,1032.1229126,37621.5955341
2017-02-19 19:00:00-06:00,11140.0278952,1314.088093,2215.3795034,736.7608608,11618.6523159,3531.0408923,6484.8637932,1042.1792347,38082.9925885
2017-02-19 20:00:00-06:00,10897.8935945,1283.3500946,2210.6233687,718.6786004,11347.7406587,3375.9962577,6324.8876125,1012.7273979,37171.897585
2017-02-19 21:00:00-06:00,10615.6712106,1234.5969019,2192.5533001,691.0808431,10907.228719,3244.4891901,6082.3558237,984.5391911,35952.5151796
2017-02-19 22:00:00-06:00,10096.6183511,1152.7488594,2150.2982929,651.1410134,10187.868881,3036.7840981,5413.9428628,940.4761846,33629.8785433
2017-02-19 23:00:00-06:00,9507.6546314,1071.9835126,2121.1695012,622.5254624,9367.9072322,2798.788564,4626.6870203,891.4583804,31008.1743045
2017-02-20 00:00:00-06:00,9015.0754494,1009.8402524,2092.4406024,592.051602,8610.3626508,2590.4560175,4126.0496493,878.7376286,28915.0138524
2017-02-20 01:00:00-06:00,8678.8934537,961.3969941,2083.7228608,579.7036554,8083.2814622,2459.972806,3882.9479479,861.4093719,27591.328552
2017-02-20 02:00:00-06:00,8507.5667052,852.2010974,2108.1674564,576.5613864,7869.2820225,2374.8129859,3751.3150769,861.2567208,26901.1634515
2017-02-20 03:00:00-06:00,8435.4444546,849.3698857,2124.2344898,582.0259831,7825.03734,2318.0109152,3754.538281,862.4581212,26751.1194706
2017-02-20 04:00:00-06:00,8564.4262056,889.7420165,2134.6524084,578.1725548,8024.6387593,2271.7585015,3834.1570238,868.3257772,27165.8732471
2017-02-20 05:00:00-06:00,9033.8418922,919.5544524,2174.8935021,610.7960551,8664.0836626,2346.7558951,4100.1251611,904.1097688,28754.1603894
2017-02-20 06:00:00-06:00,9593.4343163,1023.6174865,2237.7036505,660.164043,9683.2387837,2563.6978205,4567.1699364,977.050081,31306.0761179
2017-02-20 07:00:00-06:00,9797.0855432,1073.8211163,2270.3634428,699.6710085,10407.9696463,2647.1882938,4916.1448143,1024.5629877,32836.8068529
2017-02-20 08:00:00-06:00,9932.5036863,1100.4818372,2245.8479496,717.364799,10708.0566986,2653.7383311,5112.937075,1033.3908951,33504.3212719
2017-02-20 09:00:00-06:00,10175.654319,1153.0382063,2226.1823043,732.2077413,11068.2713457,2727.6566595,5322.1806322,1044.6881546,34449.8793629
2017-02-20 10:00:00-06:00,10385.2980608,1210.7776459,2210.6331482,741.7997695,11377.3544531,2797.8893606,5480.2928701,1043.0828194,35247.1281276
2017-02-20 11:00:00-06:00,10498.1588761,1186.8611733,2196.6949944,736.1908549,11531.5512512,2863.7278859,5539.2585077,1031.4747985,35583.918342
2017-02-20 12:00:00-06:00,10495.8362883,1220.5374202,2176.429045,723.8826364,11483.5255969,2892.3144807,5572.4886148,1014.6407987,35579.654881
2017-02-20 13:00:00-06:00,10539.4875719,1188.2074679,2170.0217699,724.4317585,11420.1533853,2958.0118159,5588.3481258,1013.1303665,35601.7922617
2017-02-20 14:00:00-06:00,10492.8374899,1206.7746059,2161.0975342,719.4131889,11257.9524956,3028.5739871,5640.0986639,1013.3905317,35520.1384972
2017-02-20 15:00:00-06:00,10416.5390165,1214.9109939,2161.1488549,714.7141432,11088.1498826,3091.0617664,5728.2501487,1019.115114,35433.8899202
2017-02-20 16:00:00-06:00,10385.5576456,1229.7237891,2162.5888524,714.9756734,11047.3776771,3129.073594,5826.2231053,1024.2986701,35519.819007
2017-02-20 17:00:00-06:00,10321.3196616,1222.8194,2149.5487593,720.975574,11192.2891192,3090.9935954,5876.7758082,1015.1064192,35589.8283369
2017-02-20 18:00:00-06:00,10363.0843025,1276.6731514,2159.9374862,744.2879739,11644.9258638,3091.1177405,6008.426948,1038.6074395,36327.0609058
2017-02-20 19:00:00-06:00,10375.5924192,1290.2485638,2223.6054102,760.4693353,11901.9371804,3170.0122925,6153.7391358,1069.9597664,36945.5641036
2017-02-20 20:00:00-06:00,10121.7346063,1262.4543943,2220.714513,744.7377306,11678.9941862,3093.8132468,5940.1050696,1048.0074071,36110.5611539
2017-02-20 21:00:00-06:00,9657.9194978,1209.1639622,2187.2668714,712.686761,11074.4819675,2931.7978211,5580.1734553,1008.8711888,34362.3615251
2017-02-20 22:00:00-06:00,9043.1059424,1123.816764,2146.0253104,671.9917491,10212.7599427,2702.3926238,5091.776953,956.7641404,31948.6334258
2017-02-20 23:00:00-06:00,8474.017982,1016.4570619,2125.0265323,638.6137373,9327.8248012,2446.1012503,4600.8032798,904.3740682,29533.218713
2017-02-21 00:00:00-06:00,7973.1998361,979.6090377,2078.3856191,623.565182,8732.0562062,2244.2140785,4249.9858921,874.4459702,27755.4618219
2017-02-21 01:00:00-06:00,7743.2059844,908.1921321,2071.2040042,619.0891721,8480.0181723,2102.6004651,4066.1737944,864.995215,26855.4789396
2017-02-21 02:00:00-06:00,7636.84893,862.7113405,2070.3724651,621.7850048,8359.5211792,2039.1227859,3963.3450496,866.389331,26420.0960861
2017-02-21 03:00:00-06:00,7629.2878447,865.7979699,2081.5175511,628.6203822,8395.7927555,2019.1317518,3955.6140313,878.3290064,26454.0912929
2017-02-21 04:00:00-06:00,7840.3785836,885.0960099,2111.9411407,650.1857216,8711.3521819,2051.5598572,4040.1623009,904.8829823,27195.5587781
2017-02-21 05:00:00-06:00,8441.4702378,1001.7202412,2154.81581,690.4385701,9620.136662,2193.7885252,4437.3572164,971.7857959,29511.5130586
2017-02-21 06:00:00-06:00,9284.7722455,1169.2272584,2236.9233272,772.4322675,11102.7482208,2546.1903035,5206.1488078,1091.3996425,33409.8420732
2017-02-21 07:00:00-06:00,9478.0663913,1210.8505852,2274.8233636,792.7840346,11573.041618,2615.921031,5421.8432134,1139.2333167,34506.5635538
2017-02-21 08:00:00-06:00,9576.447923,1228.5754437,2228.1860392,778.1488955,11320.5743718,2587.2573975,5334.232297,1099.6831384,34153.1055061
2017-02-21 09:00:00-06:00,9759.1705295,1240.8034834,2206.857763,771.422732,11242.905145,2651.2074657,5291.5089531,1065.9531335,34229.8292052
2017-02-21 10:00:00-06:00,9971.2410732,1236.6128839,2184.594073,750.576874,11184.7023585,2735.5182709,5308.4317011,1035.9774104,34407.654645
2017-02-21 11:00:00-06:00,10078.9957918,1237.3382916,2180.5007261,738.1273565,11170.0481693,2839.4728204,5359.8433549,1010.9772926,34615.3038032
2017-02-21 12:00:00-06:00,10254.669958,1238.0425075,2180.2362374,720.7732343,11190.1014195,2950.23802,5432.5852872,1002.1419183,34968.7885822
2017-02-21 13:00:00-06:00,10473.1658291,1265.1438013,2192.039274,725.8168953,11253.9774065,3097.895999,5554.5034043,1003.0344147,35565.5770242
2017-02-21 14:00:00-06:00,10633.8276963,1244.5621549,2203.5626153,728.4834259,11254.3543306,3250.0099195,5684.5281531,1005.1692055,36004.4975011
2017-02-21 15:00:00-06:00,10722.6827403,1250.5865008,2217.5943048,724.4007942,11265.6830906,3372.8225057,5843.2268998,1013.2650687,36410.2619049
2017-02-21 16:00:00-06:00,10750.5417381,1243.0959913,2234.0781531,721.7485567,11329.4596049,3454.1336603,5980.2119369,1027.1951915,36740.4648328
2017-02-21 17:00:00-06:00,10566.2733446,1228.6265567,2223.4550261,719.8141108,11401.4106348,3393.1896282,6043.2279407,1040.7519055,36616.7491474
2017-02-21 18:00:00-06:00,10589.3509392,1265.954925,2222.6088919,740.5311277,11724.8119389,3314.2718975,6120.7423079,1068.1406139,37046.412642
2017-02-21 19:00:00-06:00,10631.4272759,1293.6307907,2256.7036602,751.2172083,11954.2140186,3313.7301214,6196.4104728,1098.4973347,37495.8308826
