,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
2017-01-02 15:00:00-06:00,11036.9541772,1084.8642928,2102.7454571,673.0926098,10538.8692188,3552.0923858,5615.6909107,981.5758605,35585.8849127
2017-01-02 16:00:00-06:00,10931.4513345,1085.6686071,2101.0878001,675.0464374,10558.3791808,3493.3137222,5679.5901702,983.637568,35508.1748203
2017-01-02 17:00:00-06:00,10859.0201647,1121.1533841,2110.9484781,709.4033957,10963.2902037,3354.2939452,5774.1900403,998.4658132,35890.765425
2017-01-02 18:00:00-06:00,11112.0579397,1179.0205362,2195.8882374,750.9372918,11631.0384403,3383.3853002,6100.8641191,1058.9096767,37412.1015414
2017-01-02 19:00:00-06:00,10893.9186105,1160.0367532,2225.0817595,746.5969293,11517.7603025,3306.9341355,6003.1271099,1067.8538412,36921.3094416
2017-01-02 20:00:00-06:00,10594.1550693,1132.7774106,2227.6915943,734.9400598,11226.3324078,3173.9047808,5801.7151788,1052.0618291,35943.5783305
2017-01-02 21:00:00-06:00,10196.7351972,1086.1925973,2210.5460783,706.9669937,10766.319125,3018.4324111,5495.2245369,1027.8100638,34508.2270033
2017-01-02 22:00:00-06:00,9568.0795302,1008.8993124,2172.232753,667.7680685,9983.1336363,2827.167525,5077.2738437,978.7466039,32283.301273
2017-01-02 23:00:00-06:00,8935.4884528,928.8763962,2127.6535062,631.2402706,9132.1582012,2584.8223615,4622.9941295,935.0530872,29898.2864052
2017-01-03 00:00:00-06:00,8516.5874835,903.0501692,2076.280734,618.6031106,8581.1772013,2353.1377597,4319.1835038,901.6225695,28269.6425316
2017-01-03 01:00:00-06:00,8238.1785222,881.6122483,2063.200202,610.3662595,8237.5472151,2218.3219953,4140.5942929,889.4427619,27279.2634972
2017-01-03 02:00:00-06:00,8102.7762362,874.0801214,2068.38677,609.2106541,8099.9347941,2146.363568,4088.0602332,889.48036,26878.292737
