//scn,hrzn,FirstInterval,Cost,Noncost,Penalty,DeltaCost,DeltaNoncost,DeltaPenalty,AllCost,AllNoncost,AllPenalty
ScnDA,hrzn_1,1,18685873.019,0.000,0.000,18685873.019,0.000,0.000,27146776.117,0.000,0.000
//EOF
