//scn,fue,ara,int,Fuel,Cost,CostOfScaling,CostOfAdder
ScnDA,u,WZ_FAR_WEST,22,0.000,0.000,0.000,0.000
ScnDA,u,WZ_FAR_WEST,23,0.000,0.000,0.000,0.000
ScnDA,u,WZ_FAR_WEST,24,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,1,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,2,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,3,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,4,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,5,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,6,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,7,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,8,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,9,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,10,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,11,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,12,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,13,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,14,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,15,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,16,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,17,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,18,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,19,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,20,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,21,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,22,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,23,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH,24,0.000,0.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,1,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,2,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,3,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,4,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,5,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,6,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,7,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,8,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,9,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,10,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,11,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,12,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,13,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,14,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,15,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,16,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,17,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,18,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,19,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,20,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,21,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,22,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,23,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_NORTH_CENTRAL,24,26000.000,18200.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,1,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,2,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,3,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,4,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,5,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,6,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,7,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,8,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,9,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,10,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,11,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,12,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,13,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,14,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,15,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,16,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,17,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,18,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,19,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,20,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,21,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,22,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,23,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTHERN,24,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,1,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,2,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,3,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,4,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,5,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,6,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,7,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,8,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,9,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,10,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,11,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,12,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,13,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,14,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,15,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,16,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,17,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,18,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,19,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,20,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,21,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,22,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,23,0.000,0.000,0.000,0.000
ScnDA,u,WZ_SOUTH_CENTRAL,24,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,1,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,2,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,3,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,4,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,5,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,6,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,7,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,8,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,9,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,10,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,11,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,12,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,13,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,14,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,15,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,16,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,17,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,18,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,19,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,20,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,21,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,22,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,23,0.000,0.000,0.000,0.000
ScnDA,u,WZ_WEST,24,0.000,0.000,0.000,0.000
//EOF
