//scn,inj,int,LMP,BalancePrice,FlowPrice,LossPrice,LossFactor,LfUpdate,LfError
ScnDA,110793_C0,2,30.896,47.236,-16.340,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,3,31.899,52.955,-21.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,4,32.607,53.798,-21.191,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,5,32.084,61.833,-29.749,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,6,32.378,64.236,-31.858,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,7,32.778,65.233,-32.455,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,8,32.849,65.369,-32.520,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,9,32.937,63.386,-30.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,10,32.675,5.869,26.806,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,11,32.691,4.366,28.325,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,12,32.103,4.705,27.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,13,31.846,4.163,27.683,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,14,31.885,4.020,27.865,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,15,31.560,3.297,28.263,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,16,31.595,2.139,29.456,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,17,31.933,3.323,28.610,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,18,32.491,8.302,24.189,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,19,33.007,17.298,15.709,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,20,32.806,28.831,3.976,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,21,32.806,28.648,4.158,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,22,32.410,29.161,3.249,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,23,31.312,15.936,15.376,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110793_C0,24,31.062,15.834,15.228,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,1,30.718,41.777,-11.059,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,2,30.896,47.236,-16.340,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,3,31.899,52.955,-21.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,4,32.607,53.798,-21.191,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,5,32.084,61.833,-29.749,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,6,32.378,64.236,-31.858,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,7,32.778,65.233,-32.455,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,8,32.849,65.369,-32.520,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,9,32.937,63.386,-30.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,10,32.675,5.869,26.806,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,11,32.691,4.366,28.325,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,12,32.103,4.705,27.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,13,31.846,4.163,27.683,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,14,31.885,4.020,27.865,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,15,31.560,3.297,28.263,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,16,31.595,2.139,29.456,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,17,31.933,3.323,28.610,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,18,32.491,8.302,24.189,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,19,33.007,17.298,15.709,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,20,32.806,28.831,3.976,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,21,32.806,28.648,4.158,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,22,32.410,29.161,3.249,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,23,31.312,15.936,15.376,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110794_C3,24,31.062,15.834,15.228,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,1,30.718,41.777,-11.059,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,2,30.896,47.236,-16.340,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,3,31.899,52.955,-21.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,4,32.607,53.798,-21.191,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,5,32.084,61.833,-29.749,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,6,32.378,64.236,-31.858,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,7,32.778,65.233,-32.455,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,8,32.849,65.369,-32.520,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,9,32.937,63.386,-30.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,10,32.675,5.869,26.806,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,11,32.691,4.366,28.325,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,12,32.103,4.705,27.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,13,31.846,4.163,27.683,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,14,31.885,4.020,27.865,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,15,31.560,3.297,28.263,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,16,31.595,2.139,29.456,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,17,31.933,3.323,28.610,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,18,32.491,8.302,24.189,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,19,33.007,17.298,15.709,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,20,32.806,28.831,3.976,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,21,32.806,28.648,4.158,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,22,32.410,29.161,3.249,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,23,31.312,15.936,15.376,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110795_C4,24,31.062,15.834,15.228,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,1,30.718,41.777,-11.059,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,2,30.896,47.236,-16.340,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,3,31.899,52.955,-21.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,4,32.607,53.798,-21.191,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,5,32.084,61.833,-29.749,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,6,32.378,64.236,-31.858,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,7,32.778,65.233,-32.455,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,8,32.849,65.369,-32.520,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,9,32.937,63.386,-30.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,10,32.675,5.869,26.806,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,11,32.691,4.366,28.325,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,12,32.103,4.705,27.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,13,31.846,4.163,27.683,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,14,31.885,4.020,27.865,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,15,31.560,3.297,28.263,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,16,31.595,2.139,29.456,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,17,31.933,3.323,28.610,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,18,32.491,8.302,24.189,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,19,33.007,17.298,15.709,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,20,32.806,28.831,3.976,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,21,32.806,28.648,4.158,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,22,32.410,29.161,3.249,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,23,31.312,15.936,15.376,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110796_C0,24,31.062,15.834,15.228,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,1,30.914,41.777,-10.863,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,2,30.900,47.236,-16.337,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,3,31.932,52.955,-21.023,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,4,32.424,53.798,-21.374,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,5,32.325,61.833,-29.508,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,6,32.625,64.236,-31.611,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,7,33.044,65.233,-32.190,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,8,33.117,65.369,-32.252,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,9,33.040,63.386,-30.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,10,32.317,5.869,26.447,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,11,32.159,4.366,27.793,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,12,31.365,4.705,26.660,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,13,31.003,4.163,26.840,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,14,31.000,4.020,26.980,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,15,30.485,3.297,27.188,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,16,30.510,2.139,28.371,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,17,30.996,3.323,27.673,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,18,31.665,8.302,23.363,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,19,32.696,17.298,15.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,20,32.403,28.831,3.572,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,21,32.395,28.648,3.747,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,22,31.934,29.161,2.773,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,23,30.329,15.936,14.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110821_C1,24,30.103,15.834,14.269,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,1,30.914,41.777,-10.863,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,2,30.900,47.236,-16.337,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,3,31.932,52.955,-21.023,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,4,32.424,53.798,-21.374,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,5,32.325,61.833,-29.508,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,6,32.625,64.236,-31.611,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,7,33.044,65.233,-32.190,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,8,33.117,65.369,-32.252,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,9,33.040,63.386,-30.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,10,32.317,5.869,26.447,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,11,32.159,4.366,27.793,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,12,31.365,4.705,26.660,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,13,31.003,4.163,26.840,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,14,31.000,4.020,26.980,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,15,30.485,3.297,27.188,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,16,30.510,2.139,28.371,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,17,30.996,3.323,27.673,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,18,31.665,8.302,23.363,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,19,32.696,17.298,15.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,20,32.403,28.831,3.572,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,21,32.395,28.648,3.747,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,22,31.934,29.161,2.773,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,23,30.329,15.936,14.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110822_C2,24,30.103,15.834,14.269,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,1,30.914,41.777,-10.863,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,2,30.900,47.236,-16.337,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,3,31.932,52.955,-21.023,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,4,32.424,53.798,-21.374,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,5,32.325,61.833,-29.508,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,6,32.625,64.236,-31.611,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,7,33.044,65.233,-32.190,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,8,33.117,65.369,-32.252,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,9,33.040,63.386,-30.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,10,32.317,5.869,26.447,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,11,32.159,4.366,27.793,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,12,31.365,4.705,26.660,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,13,31.003,4.163,26.840,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,14,31.000,4.020,26.980,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,15,30.485,3.297,27.188,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,16,30.510,2.139,28.371,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,17,30.996,3.323,27.673,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,18,31.665,8.302,23.363,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,19,32.696,17.298,15.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,20,32.403,28.831,3.572,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,21,32.395,28.648,3.747,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,22,31.934,29.161,2.773,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,23,30.329,15.936,14.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110823_C3,24,30.103,15.834,14.269,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,1,30.914,41.777,-10.863,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,2,30.900,47.236,-16.337,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,3,31.932,52.955,-21.023,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,4,32.424,53.798,-21.374,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,5,32.325,61.833,-29.508,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,6,32.625,64.236,-31.611,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,7,33.044,65.233,-32.190,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,8,33.117,65.369,-32.252,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,9,33.040,63.386,-30.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,10,32.317,5.869,26.447,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,11,32.159,4.366,27.793,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,12,31.365,4.705,26.660,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,13,31.003,4.163,26.840,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,14,31.000,4.020,26.980,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,15,30.485,3.297,27.188,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,16,30.510,2.139,28.371,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,17,30.996,3.323,27.673,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,18,31.665,8.302,23.363,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,19,32.696,17.298,15.398,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,20,32.403,28.831,3.572,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,21,32.395,28.648,3.747,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,22,31.934,29.161,2.773,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,23,30.329,15.936,14.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110824_C0,24,30.103,15.834,14.269,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,1,30.897,41.777,-10.880,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,2,30.899,47.236,-16.337,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,3,31.942,52.955,-21.013,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,4,32.440,53.798,-21.358,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,5,32.317,61.833,-29.516,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,6,32.617,64.236,-31.619,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,7,33.035,65.233,-32.199,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,8,33.108,65.369,-32.261,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,9,33.033,63.386,-30.353,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,10,32.348,5.869,26.479,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,11,32.205,4.366,27.839,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,12,31.428,4.705,26.723,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,13,31.076,4.163,26.913,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,14,31.076,4.020,27.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,15,30.578,3.297,27.281,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,16,30.603,2.139,28.465,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,17,31.077,3.323,27.754,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,18,31.736,8.302,23.435,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,19,32.723,17.298,15.425,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,20,32.438,28.831,3.607,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,21,32.430,28.648,3.782,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,22,31.975,29.161,2.815,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,23,30.414,15.936,14.479,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110841_P1,24,30.186,15.834,14.352,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,1,30.314,41.777,-11.464,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,2,30.748,47.236,-16.488,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,3,35.880,52.955,-17.075,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,4,32.655,53.798,-21.143,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,5,35.975,61.833,-25.858,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,6,36.443,64.236,-27.793,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,7,37.033,65.233,-28.200,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,8,37.136,65.369,-28.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,9,33.534,63.386,-29.852,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,10,32.539,5.869,26.670,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,11,32.735,4.366,28.369,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,12,32.327,4.705,27.622,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,13,32.197,4.163,28.035,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,14,32.282,4.020,28.262,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,15,32.161,3.297,28.863,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,16,32.236,2.139,30.097,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,17,32.384,3.323,29.061,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,18,32.721,8.302,24.419,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,19,32.858,17.298,15.560,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,20,32.825,28.831,3.995,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,21,32.814,28.648,4.166,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,22,32.506,29.161,3.345,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,23,31.821,15.936,15.886,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110861_P1,24,31.555,15.834,15.721,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110862_P2,1,30.314,41.777,-11.464,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110862_P2,2,30.748,47.236,-16.488,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110862_P2,3,35.880,52.955,-17.075,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,110862_P2,4,32.655,53.798,-21.143,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
