id,scn,start,end,cap_mod,bat,bat_mod,bat_min,bat_loc,xm_mod,dr_amnt,scn_ref,xm_rlx,xm_sf,xm_viol,ltsa,fev,ld_mdl,desc,ts,rpt_all,curtail
325,Scn_000920,2013-01-01,2013-06-30,0.75,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 05% bat,2020-08-13 10:09:17 -0500,chg,1
389,Scn_000920,2013-01-01,2013-06-30,0.75,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:00:20 -0500,chg,1
326,Scn_000921,2013-07-01,2013-12-31,0.75,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 05% bat,2020-08-13 10:09:34 -0500,chg,1
390,Scn_000921,2013-07-01,2013-12-31,0.75,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:00:52 -0500,chg,1
327,Scn_000922,2013-01-01,2013-06-30,0.75,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 10% bat,2020-08-13 10:09:51 -0500,chg,1
391,Scn_000922,2013-01-01,2013-06-30,0.75,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:01:09 -0500,chg,1
328,Scn_000923,2013-07-01,2013-12-31,0.75,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 10% bat,2020-08-13 10:10:08 -0500,chg,1
392,Scn_000923,2013-07-01,2013-12-31,0.75,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:01:25 -0500,chg,1
329,Scn_000924,2013-01-01,2013-06-30,0.75,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 15% bat,2020-08-13 10:10:25 -0500,chg,1
393,Scn_000924,2013-01-01,2013-06-30,0.75,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:01:41 -0500,chg,1
330,Scn_000925,2013-07-01,2013-12-31,0.75,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 15% bat,2020-08-13 10:10:41 -0500,chg,1
394,Scn_000925,2013-07-01,2013-12-31,0.75,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:01:58 -0500,chg,1
331,Scn_000926,2013-01-01,2013-06-30,0.75,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 20% bat,2020-08-13 10:10:58 -0500,chg,1
395,Scn_000926,2013-01-01,2013-06-30,0.75,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:02:15 -0500,chg,1
332,Scn_000927,2013-07-01,2013-12-31,0.75,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 075 conc 20% bat,2020-08-13 10:11:15 -0500,chg,1
396,Scn_000927,2013-07-01,2013-12-31,0.75,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-14 16:02:30 -0500,chg,1
315,Scn_000930,2013-01-01,2013-06-30,1,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 05% bat,2020-08-04 23:09:43 -0500,chg,1
381,Scn_000930,2013-01-01,2013-06-30,1,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:57:12 -0500,chg,1
316,Scn_000931,2013-07-01,2013-12-31,1,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 05% bat,2020-08-04 23:10:17 -0500,chg,1
382,Scn_000931,2013-07-01,2013-12-31,1,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:57:32 -0500,chg,1
317,Scn_000932,2013-01-01,2013-06-30,1,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 10% bat,2020-08-04 23:10:35 -0500,chg,1
383,Scn_000932,2013-01-01,2013-06-30,1,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:57:49 -0500,chg,1
318,Scn_000933,2013-07-01,2013-12-31,1,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 10% bat,2020-08-04 23:10:53 -0500,chg,1
384,Scn_000933,2013-07-01,2013-12-31,1,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:58:08 -0500,chg,1
333,Scn_000934,2013-01-01,2013-06-30,1,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 15% bat,2020-08-13 10:11:31 -0500,chg,1
385,Scn_000934,2013-01-01,2013-06-30,1,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:58:26 -0500,chg,1
334,Scn_000935,2013-07-01,2013-12-31,1,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 15% bat,2020-08-13 10:11:51 -0500,chg,1
386,Scn_000935,2013-07-01,2013-12-31,1,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:58:44 -0500,chg,1
335,Scn_000936,2013-01-01,2013-06-30,1,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 20% bat,2020-08-13 10:12:11 -0500,chg,1
387,Scn_000936,2013-01-01,2013-06-30,1,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:59:02 -0500,chg,1
336,Scn_000937,2013-07-01,2013-12-31,1,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 100 conc 20% bat,2020-08-13 10:12:29 -0500,chg,1
388,Scn_000937,2013-07-01,2013-12-31,1,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-08 15:59:20 -0500,chg,1
323,Scn_000942,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0.05,Scn_000980,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-08-12 07:18:56 -0500,chg,1
324,Scn_000943,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0.05,Scn_000981,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-08-12 07:19:17 -0500,chg,1
341,Scn_000944,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0.1,Scn_000942,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-02 19:45:07 -0500,chg,1
342,Scn_000945,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0.1,Scn_000943,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-02 19:45:44 -0500,chg,1
343,Scn_000946,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0.15,Scn_000944,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-07 10:42:13 -0500,chg,1
344,Scn_000947,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0.15,Scn_000945,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-07 10:42:36 -0500,chg,1
345,Scn_000948,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0.2,Scn_000946,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-08 23:44:42 -0500,chg,1
346,Scn_000949,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0.2,Scn_000947,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-08 23:45:06 -0500,chg,1
347,Scn_000952,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0.05,Scn_000987,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-10 09:34:52 -0500,chg,1
348,Scn_000953,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0.05,Scn_000988,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-10 09:35:11 -0500,chg,1
353,Scn_000954,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0.1,Scn_000952,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-16 10:56:58 -0500,chg,1
354,Scn_000955,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0.1,Scn_000953,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-16 10:57:17 -0500,chg,1
357,Scn_000956,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0.15,Scn_000954,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-20 09:36:59 -0500,chg,1
358,Scn_000957,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0.15,Scn_000955,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-20 09:37:17 -0500,chg,1
361,Scn_000958,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0.2,Scn_000956,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-23 10:31:30 -0500,chg,1
362,Scn_000959,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0.2,Scn_000957,0,0,1,ltsa_current_trends_peaking,concentrated,ARA,demand response sim,2020-09-23 10:31:48 -0500,chg,1
319,Scn_000960,2013-01-01,2013-06-30,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 05% bat,2020-08-04 23:11:11 -0500,chg,1
397,Scn_000960,2013-01-01,2013-06-30,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:47:57 -0500,chg,1
320,Scn_000961,2013-07-01,2013-12-31,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 05% bat,2020-08-04 23:11:32 -0500,chg,1
398,Scn_000961,2013-07-01,2013-12-31,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:48:17 -0500,chg,1
321,Scn_000962,2013-01-01,2013-06-30,1.25,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-04 23:11:52 -0500,chg,1
399,Scn_000962,2013-01-01,2013-06-30,1.25,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:48:37 -0500,chg,1
322,Scn_000963,2013-07-01,2013-12-31,1.25,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-04 23:12:13 -0500,chg,1
400,Scn_000963,2013-07-01,2013-12-31,1.25,TRUE,0.1,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:48:57 -0500,chg,1
337,Scn_000964,2013-01-01,2013-06-30,1.25,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-13 10:12:48 -0500,chg,1
401,Scn_000964,2013-01-01,2013-06-30,1.25,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:49:16 -0500,chg,1
338,Scn_000965,2013-07-01,2013-12-31,1.25,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-13 10:13:09 -0500,chg,1
402,Scn_000965,2013-07-01,2013-12-31,1.25,TRUE,0.15,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,yfixed storage constraint,2020-11-19 11:49:36 -0500,chg,1
339,Scn_000966,2013-01-01,2013-06-30,1.25,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-13 10:13:29 -0500,chg,1
403,Scn_000966,2013-01-01,2013-06-30,1.25,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:49:56 -0500,chg,1
340,Scn_000967,2013-07-01,2013-12-31,1.25,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,year 125 conc 10% bat,2020-08-13 10:13:50 -0500,chg,1
404,Scn_000967,2013-07-01,2013-12-31,1.25,TRUE,0.2,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixed storage constraint,2020-11-19 11:50:15 -0500,chg,1
299,Scn_000970,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 100 disp,2020-07-25 18:29:34 -0500,chg,1
300,Scn_000971,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 100 disp,2020-07-25 18:30:04 -0500,chg,1
307,Scn_000975,2013-01-01,2013-06-30,1.25,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 125 disp,2020-07-28 06:55:42 -0500,chg,1
308,Scn_000976,2013-07-01,2013-12-31,1.25,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 125 disp,2020-07-28 06:56:14 -0500,chg,1
309,Scn_000977,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 075 disp,2020-07-28 06:56:49 -0500,chg,1
310,Scn_000978,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 075 disp,2020-07-28 06:57:15 -0500,chg,1
297,Scn_000980,2013-01-01,2013-06-30,1,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 100 conc,2020-07-25 18:28:55 -0500,chg,1
298,Scn_000981,2013-07-01,2013-12-31,1,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 100 conc,2020-07-25 18:29:15 -0500,chg,1
311,Scn_000985,2013-01-01,2013-06-30,1.25,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 125 conc,2020-07-28 06:57:41 -0500,chg,1
312,Scn_000986,2013-07-01,2013-12-31,1.25,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 125 conc,2020-07-28 06:58:01 -0500,chg,1
313,Scn_000987,2013-01-01,2013-06-30,0.75,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 075 conc,2020-07-28 06:58:21 -0500,chg,1
314,Scn_000988,2013-07-01,2013-12-31,0.75,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 075 conc,2020-07-28 06:58:37 -0500,chg,1
274,Scn_000990,2013-01-01,2013-06-30,0,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 100 base,2020-07-21 23:34:10 -0500,chg,1
275,Scn_000991,2013-07-01,2013-12-31,0,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 100 base,2020-07-21 23:34:21 -0500,chg,1
363,Scn_000992,2013-01-01,2013-06-30,0.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 050 base,2020-09-23 13:28:14 -0500,chg,1
364,Scn_000993,2013-07-01,2013-12-31,0.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 050 base,2020-09-23 13:28:36 -0500,chg,1
365,Scn_000994,2013-01-01,2013-06-30,0.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 050 base,2020-09-23 13:28:58 -0500,chg,1
366,Scn_000995,2013-07-01,2013-12-31,0.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 050 base,2020-09-23 13:29:13 -0500,chg,1
375,Scn_000996,2013-01-01,2013-06-30,1.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 150 base,2020-09-29 11:29:52 -0500,chg,1
376,Scn_000997,2013-07-01,2013-12-31,1.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,dispersed,ARA,new 150 base,2020-09-29 11:30:33 -0500,chg,1
377,Scn_000998,2013-01-01,2013-06-30,1.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 150 base,2020-09-29 11:31:16 -0500,chg,1
378,Scn_000999,2013-07-01,2013-12-31,1.5,FALSE,0,0,"",0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,new 150 base,2020-09-29 11:31:42 -0500,chg,1
90,Scn_001,2013-11-20,2013-11-30,0,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,rerunning with edited load truncation,2020-03-19 11:05:56 -0500,none,0
127,Scn_001,2013-11-20,2013-11-30,0,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,run with all CHARGER nodes reported,2020-03-25 14:28:09 -0500,chg,0
379,Scn_001961,2013-08-08,2013-08-13,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,copy of 000961 but with 24 hour lookahead,2020-11-05 19:09:37 -0500,chg,1
380,Scn_001961,2013-08-08,2013-08-13,1.25,TRUE,0.05,0,38131_7315_13436_38360_3471_8367,0,0,"",0,0,1,ltsa_current_trends_peaking,concentrated,ARA,fixing the storage constraint,2020-11-08 15:14:00 -0500,chg,1
58,Scn_002,2013-11-20,2013-11-30,1,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,just redoing bc seeding randoms now,2020-03-03 11:58:00 -0500,none,0
101,Scn_002,2013-11-20,2013-11-30,1,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,"",2020-03-21 17:55:44 -0500,none,0
86,Scn_003,2013-11-20,2013-11-30,0.5,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,rerunning since I messed up specs,2020-03-19 10:27:26 -0500,none,0
102,Scn_003,2013-11-20,2013-11-30,0.5,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,"",2020-03-21 17:56:15 -0500,none,0
56,Scn_004,2013-11-20,2013-11-30,0.75,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,just redoing bc seeding randoms now,2020-03-03 11:57:00 -0500,none,0
103,Scn_004,2013-11-20,2013-11-30,0.75,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,"",2020-03-21 17:56:30 -0500,none,0
57,Scn_005,2013-11-20,2013-11-30,1.25,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,just redoing bc seeding randoms now,2020-03-03 11:57:00 -0500,none,0
104,Scn_005,2013-11-20,2013-11-30,1.25,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,"",2020-03-21 17:56:44 -0500,none,0
60,Scn_006,2013-11-20,2013-11-30,1.5,FALSE,0,0,38131_38360_60091_7315,0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,just redoing bc seeding randoms now,2020-03-04 11:23:00 -0500,none,0
105,Scn_006,2013-11-20,2013-11-30,1.5,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,concentrated,ARA,"",2020-03-21 17:57:00 -0500,none,0
107,Scn_008,2013-11-20,2013-11-30,0,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,dispersed,ARA,rerunning bc dispersed bug?,2020-03-23 11:46:12 -0500,none,0
107,Scn_008,2013-11-20,2013-11-30,0,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,dispersed,ARA,rerunning bc dispersed bug?,2020-03-23 11:46:12 -0500,none,0
27,Scn_009,2013-11-20,2013-11-30,1,FALSE,0,0,"",0,0,"",0,0,0,ltsa_current_trends,dispersed,ARA,"",2020-01-29 11:19:00 -0500,none,0
